complaint_id,text,category,priority,sentiment,resolution_time,cleaned_text
38198,Poor packaging quality,Packaging,Low,-0.0224031544291938,54,poor packaging quality
38199,Damaged packaging,Packaging,Low,0.657210334547591,32,damaged packaging
38200,Product stopped working,Product,High,0.6964517816780871,12,product stopped working
38201,Need bulk order details,Trade,Low,0.8334497597910462,4,need bulk order detail
38202,Defective item received,Product,High,0.0264740263949827,31,defective item received
38203,Defective item received,Product,High,-0.4829628545058608,11,defective item received
38204,Product malfunctioning,Product,Low,0.0006487312141827,61,product malfunctioning
38205,Need bulk order details,Trade,High,0.6654898917743584,52,need bulk order detail
38206,Poor packaging quality,Packaging,Medium,0.8527854093590113,21,poor packaging quality
38207,Need bulk order details,Trade,High,-0.4102247392377742,56,need bulk order detail
38208,Product malfunctioning,Product,Medium,0.7625717129409892,50,product malfunctioning
38209,Inquiry about pricing,Trade,Low,0.3743967273026607,57,inquiry pricing
38210,Inquiry about pricing,Trade,Medium,-0.7596817317213411,50,inquiry pricing
38211,Box was broken,Packaging,High,0.7078028722383396,62,box broken
38212,Need bulk order details,Trade,High,-0.6468817249913805,8,need bulk order detail
38213,Product malfunctioning,Product,High,0.4844221058338891,36,product malfunctioning
38214,Box was broken,Packaging,Medium,0.4239964045357585,19,box broken
38215,Defective item received,Product,Medium,0.9098242808910186,67,defective item received
38216,Defective item received,Product,Medium,-0.1646565955702663,2,defective item received
38217,Damaged packaging,Packaging,Low,0.7473901730759163,8,damaged packaging
38218,Trade-related query,Trade,Low,-0.5502460635599742,47,traderelated query
38219,Product stopped working,Product,High,-0.1888285197639512,38,product stopped working
38220,Need bulk order details,Trade,High,-0.6783439271372875,68,need bulk order detail
38221,Box was broken,Packaging,Low,0.427535078464472,10,box broken
38222,Product malfunctioning,Product,Medium,0.6114419670457063,71,product malfunctioning
38223,Product stopped working,Product,Medium,0.4362078822405588,17,product stopped working
38224,Box was broken,Packaging,High,-0.1729912593878499,30,box broken
38225,Product malfunctioning,Product,Medium,0.4970924622639239,55,product malfunctioning
38226,Defective item received,Product,Medium,-0.1545833823639226,71,defective item received
38227,Damaged packaging,Packaging,Medium,0.7384713983237428,22,damaged packaging
38228,Product malfunctioning,Product,Low,-0.5475581529844649,40,product malfunctioning
38229,Trade-related query,Trade,Low,0.2085640243926427,30,traderelated query
38230,Damaged packaging,Packaging,High,-0.0152865970341542,18,damaged packaging
38231,Poor packaging quality,Packaging,High,-0.6000537432692634,66,poor packaging quality
38232,Inquiry about pricing,Trade,Medium,-0.881774749522481,4,inquiry pricing
38233,Need bulk order details,Trade,Low,0.509028791098503,70,need bulk order detail
38234,Box was broken,Packaging,Low,0.8850058267278971,65,box broken
38235,Poor packaging quality,Packaging,Medium,0.1762663012033805,27,poor packaging quality
38236,Box was broken,Packaging,High,0.2319155099525223,2,box broken
38237,Product stopped working,Product,Low,-0.1536628092577174,55,product stopped working
38238,Poor packaging quality,Packaging,Low,0.7986702160840928,49,poor packaging quality
38239,Product stopped working,Product,Medium,0.6011563310074757,67,product stopped working
38240,Product malfunctioning,Product,High,0.6258599244978695,12,product malfunctioning
38241,Defective item received,Product,Medium,-0.6514093601899944,36,defective item received
38242,Inquiry about pricing,Trade,Medium,-0.7053430279102879,28,inquiry pricing
38243,Inquiry about pricing,Trade,High,0.9506703378151212,19,inquiry pricing
38244,Inquiry about pricing,Trade,High,0.3121926480467643,18,inquiry pricing
38245,Need bulk order details,Trade,High,-0.0654527280565695,40,need bulk order detail
38246,Defective item received,Product,Medium,-0.7919608451008224,14,defective item received
38247,Box was broken,Packaging,High,-0.0661168443119755,67,box broken
38248,Need bulk order details,Trade,Medium,-0.86127779834415,3,need bulk order detail
38249,Defective item received,Product,Low,-0.165891699952807,36,defective item received
38250,Poor packaging quality,Packaging,Low,0.1753433141478226,10,poor packaging quality
38251,Inquiry about pricing,Trade,Low,0.7976075474046875,18,inquiry pricing
38252,Defective item received,Product,Low,0.687642846322913,13,defective item received
38253,Poor packaging quality,Packaging,High,-0.5787992639961588,56,poor packaging quality
38254,Box was broken,Packaging,High,0.8589835997422115,66,box broken
38255,Poor packaging quality,Packaging,Medium,0.1511073131068216,8,poor packaging quality
38256,Box was broken,Packaging,High,-0.5538033228564916,35,box broken
38257,Box was broken,Packaging,Low,-0.7031123869480693,36,box broken
38258,Trade-related query,Trade,High,0.8259069752159856,51,traderelated query
38259,Trade-related query,Trade,Medium,-0.2369402056952678,58,traderelated query
38260,Product stopped working,Product,Low,-0.1305339482397332,69,product stopped working
38261,Trade-related query,Trade,Low,0.6134409626771746,19,traderelated query
38262,Damaged packaging,Packaging,Medium,-0.6762402088367414,64,damaged packaging
38263,Product malfunctioning,Product,Low,-0.8697718505078464,13,product malfunctioning
38264,Defective item received,Product,Low,0.4484668852691731,63,defective item received
38265,Product malfunctioning,Product,High,0.7719561161710626,45,product malfunctioning
38266,Defective item received,Product,Medium,-0.5846453342167379,57,defective item received
38267,Need bulk order details,Trade,High,-0.3263824932296246,54,need bulk order detail
38268,Inquiry about pricing,Trade,Medium,-0.9748033182697646,57,inquiry pricing
38269,Inquiry about pricing,Trade,Medium,-0.9073253291014808,63,inquiry pricing
38270,Product stopped working,Product,Medium,0.0935976065984047,53,product stopped working
38271,Need bulk order details,Trade,Low,0.1494516017364984,59,need bulk order detail
38272,Box was broken,Packaging,Low,-0.7907284021046384,19,box broken
38273,Trade-related query,Trade,High,-0.0893963608773076,53,traderelated query
38274,Product malfunctioning,Product,Low,-0.5308098942962527,40,product malfunctioning
38275,Trade-related query,Trade,Low,0.1710613270834842,55,traderelated query
38276,Product malfunctioning,Product,Medium,0.1966383293624163,27,product malfunctioning
38277,Defective item received,Product,Low,0.1729989424423221,68,defective item received
38278,Damaged packaging,Packaging,High,0.1133424958231499,65,damaged packaging
38279,Poor packaging quality,Packaging,High,0.1402685472632061,39,poor packaging quality
38280,Trade-related query,Trade,Medium,-0.6222813413132695,46,traderelated query
38281,Trade-related query,Trade,Low,-0.2795054820218643,19,traderelated query
38282,Product stopped working,Product,High,-0.8185400055977015,14,product stopped working
38283,Poor packaging quality,Packaging,Low,-0.8326193404795466,43,poor packaging quality
38284,Product malfunctioning,Product,High,0.3281393890362893,66,product malfunctioning
38285,Box was broken,Packaging,Medium,-0.1385617908032688,51,box broken
38286,Damaged packaging,Packaging,Low,-0.8085590613416249,8,damaged packaging
38287,Defective item received,Product,Low,0.7792635155609258,36,defective item received
38288,Box was broken,Packaging,Low,0.0438340937732464,66,box broken
38289,Poor packaging quality,Packaging,Medium,-0.0800023258865127,13,poor packaging quality
38290,Inquiry about pricing,Trade,High,-0.5465456355334444,31,inquiry pricing
38291,Poor packaging quality,Packaging,High,0.3713170792798546,66,poor packaging quality
38292,Trade-related query,Trade,High,-0.7955813803436014,28,traderelated query
38293,Box was broken,Packaging,High,-0.2088798777136462,56,box broken
38294,Poor packaging quality,Packaging,Low,0.4645918103539732,71,poor packaging quality
38295,Box was broken,Packaging,Low,-0.0767073857811617,14,box broken
38296,Product stopped working,Product,Low,0.1534598281193924,34,product stopped working
38297,Trade-related query,Trade,Low,-0.1590028524790152,32,traderelated query
38298,Need bulk order details,Trade,High,0.673856749045112,32,need bulk order detail
38299,Damaged packaging,Packaging,Low,0.6094326882948533,31,damaged packaging
38300,Trade-related query,Trade,Low,-0.1528853756003636,66,traderelated query
38301,Product stopped working,Product,High,0.8537600239271914,5,product stopped working
38302,Poor packaging quality,Packaging,Medium,-0.4040520558398772,21,poor packaging quality
38303,Inquiry about pricing,Trade,Medium,-0.1333464781672806,56,inquiry pricing
38304,Defective item received,Product,Low,-0.5405428254119922,39,defective item received
38305,Damaged packaging,Packaging,Medium,0.5665322226467766,57,damaged packaging
38306,Need bulk order details,Trade,High,0.0020986443763069,47,need bulk order detail
38307,Inquiry about pricing,Trade,Low,-0.2985727337426298,27,inquiry pricing
38308,Product malfunctioning,Product,High,-0.6532537791864566,48,product malfunctioning
38309,Inquiry about pricing,Trade,Medium,0.3563941087089606,20,inquiry pricing
38310,Damaged packaging,Packaging,High,0.8472917256177037,27,damaged packaging
38311,Defective item received,Product,Medium,0.2902317455246055,9,defective item received
38312,Product malfunctioning,Product,Low,0.9518291888006344,69,product malfunctioning
38313,Need bulk order details,Trade,Medium,-0.6641642474259852,35,need bulk order detail
38314,Damaged packaging,Packaging,Low,0.7900246770435668,26,damaged packaging
38315,Trade-related query,Trade,High,-0.405011697890143,32,traderelated query
38316,Box was broken,Packaging,High,0.5538036061367573,72,box broken
38317,Product malfunctioning,Product,Medium,0.6816749873134047,49,product malfunctioning
38318,Damaged packaging,Packaging,Low,0.9727515790401996,27,damaged packaging
38319,Defective item received,Product,High,-0.4603701894300567,6,defective item received
38320,Product malfunctioning,Product,Medium,0.3982610724298718,60,product malfunctioning
38321,Need bulk order details,Trade,Low,-0.586397364836766,30,need bulk order detail
38322,Poor packaging quality,Packaging,Low,0.9270596027541916,25,poor packaging quality
38323,Inquiry about pricing,Trade,Medium,-0.0769501800835208,56,inquiry pricing
38324,Need bulk order details,Trade,Medium,0.5012265748599272,22,need bulk order detail
38325,Defective item received,Product,High,0.5838999715017441,48,defective item received
38326,Product stopped working,Product,Medium,-0.3353246471847801,43,product stopped working
38327,Trade-related query,Trade,Medium,0.4933637728329496,20,traderelated query
38328,Inquiry about pricing,Trade,Low,0.1379913094843188,20,inquiry pricing
38329,Need bulk order details,Trade,High,-0.5593120045876683,27,need bulk order detail
38330,Trade-related query,Trade,Low,0.6403778301328098,65,traderelated query
38331,Trade-related query,Trade,High,-0.7256611681308389,66,traderelated query
38332,Need bulk order details,Trade,Low,0.3552522562269045,67,need bulk order detail
38333,Defective item received,Product,Medium,-0.6880745541465447,22,defective item received
38334,Defective item received,Product,High,0.7604339716408162,20,defective item received
38335,Poor packaging quality,Packaging,Low,0.5165392787809513,23,poor packaging quality
38336,Trade-related query,Trade,Medium,0.6900948320949247,57,traderelated query
38337,Box was broken,Packaging,Low,-0.6674366922673813,60,box broken
38338,Trade-related query,Trade,High,0.4447432876741608,49,traderelated query
38339,Need bulk order details,Trade,High,-0.619304170210826,35,need bulk order detail
38340,Product malfunctioning,Product,Low,0.0663977619663551,22,product malfunctioning
38341,Inquiry about pricing,Trade,Low,-0.7597255003796417,65,inquiry pricing
38342,Damaged packaging,Packaging,Low,-0.1147816425824272,54,damaged packaging
38343,Damaged packaging,Packaging,Low,-0.2931008579330909,27,damaged packaging
38344,Inquiry about pricing,Trade,Low,0.9690306970178482,34,inquiry pricing
38345,Trade-related query,Trade,Low,-0.4997688708000543,43,traderelated query
38346,Poor packaging quality,Packaging,High,-0.5715730727759982,72,poor packaging quality
38347,Product stopped working,Product,High,-0.0738755796578429,20,product stopped working
38348,Trade-related query,Trade,Medium,-0.8943219521423595,28,traderelated query
38349,Need bulk order details,Trade,Medium,-0.9121945648976746,66,need bulk order detail
38350,Defective item received,Product,High,0.6044374897178055,70,defective item received
38351,Damaged packaging,Packaging,Low,0.7997510189607009,11,damaged packaging
38352,Trade-related query,Trade,High,-0.3121393546667508,35,traderelated query
38353,Product malfunctioning,Product,Medium,0.8218776604284384,27,product malfunctioning
38354,Product stopped working,Product,Medium,0.3820924814702247,19,product stopped working
38355,Defective item received,Product,Medium,0.2252515824239749,30,defective item received
38356,Product stopped working,Product,Low,-0.4774828953057275,72,product stopped working
38357,Defective item received,Product,High,-0.8021715713512882,7,defective item received
38358,Need bulk order details,Trade,Medium,0.4975742366378035,7,need bulk order detail
38359,Damaged packaging,Packaging,High,0.0196746509526579,52,damaged packaging
38360,Defective item received,Product,Low,0.6890366022668799,17,defective item received
38361,Need bulk order details,Trade,Medium,-0.4514532930964077,8,need bulk order detail
38362,Need bulk order details,Trade,High,0.8366234720448735,30,need bulk order detail
38363,Inquiry about pricing,Trade,High,0.8762260432396858,52,inquiry pricing
38364,Need bulk order details,Trade,Medium,0.0234387280670049,15,need bulk order detail
38365,Damaged packaging,Packaging,Low,0.2202283068489243,19,damaged packaging
38366,Product malfunctioning,Product,Low,-0.1670605090883652,31,product malfunctioning
38367,Defective item received,Product,Medium,-0.2132602123958811,55,defective item received
38368,Damaged packaging,Packaging,High,-0.2797011909887441,32,damaged packaging
38369,Damaged packaging,Packaging,Low,-0.1946681182503886,45,damaged packaging
38370,Trade-related query,Trade,Low,-0.9073148581937271,44,traderelated query
38371,Box was broken,Packaging,Low,0.122312400310665,16,box broken
38372,Product malfunctioning,Product,Low,0.9842431258034914,16,product malfunctioning
38373,Damaged packaging,Packaging,Low,-0.9565489166309268,67,damaged packaging
38374,Inquiry about pricing,Trade,Medium,-0.2818653780747586,34,inquiry pricing
38375,Product malfunctioning,Product,High,0.0685237467599955,42,product malfunctioning
38376,Product stopped working,Product,High,-0.641034487899155,42,product stopped working
38377,Defective item received,Product,Low,0.6357432011104038,38,defective item received
38378,Defective item received,Product,Low,0.7535020177629492,24,defective item received
38379,Damaged packaging,Packaging,Low,0.6754558308064751,5,damaged packaging
38380,Product malfunctioning,Product,High,0.3400804337411642,35,product malfunctioning
38381,Trade-related query,Trade,Medium,-0.4603931634966378,62,traderelated query
38382,Trade-related query,Trade,High,-0.6261953675966958,17,traderelated query
38383,Defective item received,Product,Medium,0.3172140431592749,36,defective item received
38384,Product malfunctioning,Product,Medium,-0.1512613558173614,4,product malfunctioning
38385,Poor packaging quality,Packaging,Low,-0.390856877483787,61,poor packaging quality
38386,Box was broken,Packaging,Medium,0.2934634686596002,26,box broken
38387,Poor packaging quality,Packaging,High,0.3272017872275321,68,poor packaging quality
38388,Need bulk order details,Trade,High,-0.6938662973042868,30,need bulk order detail
38389,Defective item received,Product,Medium,0.4238815959291038,27,defective item received
38390,Damaged packaging,Packaging,Low,-0.6319294950851266,69,damaged packaging
38391,Defective item received,Product,Low,0.9322622752043376,13,defective item received
38392,Trade-related query,Trade,Low,0.1602801565831506,23,traderelated query
38393,Inquiry about pricing,Trade,Medium,0.4147327299085956,8,inquiry pricing
38394,Trade-related query,Trade,Medium,0.1205329461640265,42,traderelated query
38395,Need bulk order details,Trade,Low,-0.8570333611304497,29,need bulk order detail
38396,Need bulk order details,Trade,High,0.7666594618036982,9,need bulk order detail
38397,Trade-related query,Trade,Low,0.2264653933739677,43,traderelated query
38398,Poor packaging quality,Packaging,Medium,-0.0623527675535411,13,poor packaging quality
38399,Trade-related query,Trade,Medium,0.1654386447270825,27,traderelated query
38400,Poor packaging quality,Packaging,Medium,-0.4471595365181184,58,poor packaging quality
38401,Product malfunctioning,Product,Medium,-0.1313814623447391,69,product malfunctioning
38402,Damaged packaging,Packaging,Low,-0.2189163894187278,35,damaged packaging
38403,Box was broken,Packaging,Low,-0.1218355604237251,60,box broken
38404,Need bulk order details,Trade,High,-0.3057508879994002,53,need bulk order detail
38405,Box was broken,Packaging,Medium,0.7994446561784974,35,box broken
38406,Damaged packaging,Packaging,Medium,0.7556243210487914,41,damaged packaging
38407,Inquiry about pricing,Trade,Medium,0.8404076724367415,68,inquiry pricing
38408,Damaged packaging,Packaging,Low,0.4220653113291996,22,damaged packaging
38409,Defective item received,Product,Medium,-0.9494621352829408,35,defective item received
38410,Trade-related query,Trade,Medium,0.3607329895127762,20,traderelated query
38411,Poor packaging quality,Packaging,Medium,-0.6328558197788585,53,poor packaging quality
38412,Product stopped working,Product,Medium,0.1476947574134068,17,product stopped working
38413,Poor packaging quality,Packaging,Medium,-0.1383777812453757,43,poor packaging quality
38414,Product stopped working,Product,High,0.973733950105723,54,product stopped working
38415,Defective item received,Product,Low,-0.6072151573961071,47,defective item received
38416,Damaged packaging,Packaging,Low,-0.5571771011422921,54,damaged packaging
38417,Damaged packaging,Packaging,Low,0.4909392409337463,13,damaged packaging
38418,Poor packaging quality,Packaging,High,0.508720839107851,28,poor packaging quality
38419,Product stopped working,Product,Low,-0.8286622707774247,38,product stopped working
38420,Product stopped working,Product,High,0.4139420724748235,20,product stopped working
38421,Need bulk order details,Trade,Low,0.2903863481558215,7,need bulk order detail
38422,Product malfunctioning,Product,High,0.3742143711589794,14,product malfunctioning
38423,Damaged packaging,Packaging,Medium,0.3934076035209548,72,damaged packaging
38424,Box was broken,Packaging,High,-0.7990257862475842,22,box broken
38425,Product malfunctioning,Product,High,0.6952560676848656,53,product malfunctioning
38426,Product stopped working,Product,High,0.7277312138924008,38,product stopped working
38427,Poor packaging quality,Packaging,Medium,0.7965844580620176,3,poor packaging quality
38428,Product stopped working,Product,High,-0.2381279455523988,58,product stopped working
38429,Poor packaging quality,Packaging,Low,0.1083272974008893,41,poor packaging quality
38430,Damaged packaging,Packaging,Medium,-0.0107215091348502,66,damaged packaging
38431,Need bulk order details,Trade,High,0.5838304356810746,17,need bulk order detail
38432,Product stopped working,Product,Low,0.4502794987978586,8,product stopped working
38433,Defective item received,Product,Medium,0.789334659839724,9,defective item received
38434,Trade-related query,Trade,Medium,0.4889010160097446,29,traderelated query
38435,Box was broken,Packaging,High,-0.1481487088677677,64,box broken
38436,Defective item received,Product,High,-0.4007194373672127,40,defective item received
38437,Trade-related query,Trade,Low,-0.703519514397011,62,traderelated query
38438,Defective item received,Product,Medium,0.0310227373129623,58,defective item received
38439,Inquiry about pricing,Trade,Medium,-0.1269668036388413,57,inquiry pricing
38440,Inquiry about pricing,Trade,Medium,-0.8146563743281758,35,inquiry pricing
38441,Box was broken,Packaging,Medium,0.9446299817634868,10,box broken
38442,Trade-related query,Trade,Low,0.2516362927826809,57,traderelated query
38443,Inquiry about pricing,Trade,Medium,0.6052887206912023,25,inquiry pricing
38444,Product malfunctioning,Product,Medium,0.2980995921717144,67,product malfunctioning
38445,Product stopped working,Product,Low,0.4926123577467909,30,product stopped working
38446,Inquiry about pricing,Trade,High,-0.4160691496707338,30,inquiry pricing
38447,Defective item received,Product,Medium,-0.6944560571779561,17,defective item received
38448,Poor packaging quality,Packaging,Low,0.028620448221335,11,poor packaging quality
38449,Box was broken,Packaging,High,-0.6002200613947097,1,box broken
38450,Box was broken,Packaging,Low,0.8130573967000405,38,box broken
38451,Product stopped working,Product,Low,0.6714816921471132,12,product stopped working
38452,Need bulk order details,Trade,Low,-0.5163056564373247,68,need bulk order detail
38453,Inquiry about pricing,Trade,Low,-0.4407555220004948,64,inquiry pricing
38454,Trade-related query,Trade,High,0.9933812235881676,1,traderelated query
38455,Poor packaging quality,Packaging,Low,0.8415710894591111,18,poor packaging quality
38456,Inquiry about pricing,Trade,High,-0.6624405095849424,18,inquiry pricing
38457,Poor packaging quality,Packaging,Medium,0.2189508398889241,58,poor packaging quality
38458,Damaged packaging,Packaging,High,-0.5482733403525073,31,damaged packaging
38459,Need bulk order details,Trade,Medium,0.8055946267597118,35,need bulk order detail
38460,Inquiry about pricing,Trade,Medium,-0.7587189066312314,41,inquiry pricing
38461,Defective item received,Product,Medium,0.5496033184416524,15,defective item received
38462,Poor packaging quality,Packaging,Medium,-0.2716173474394103,49,poor packaging quality
38463,Damaged packaging,Packaging,High,-0.7552887589918207,36,damaged packaging
38464,Need bulk order details,Trade,Low,0.061047642597058,64,need bulk order detail
38465,Inquiry about pricing,Trade,Low,0.7957695854886875,20,inquiry pricing
38466,Product malfunctioning,Product,Low,0.9256035934041792,72,product malfunctioning
38467,Inquiry about pricing,Trade,Medium,0.7546652614465812,67,inquiry pricing
38468,Product stopped working,Product,Low,-0.1285006013326892,69,product stopped working
38469,Need bulk order details,Trade,Medium,-0.186262507021425,61,need bulk order detail
38470,Box was broken,Packaging,Medium,0.4555345569630487,10,box broken
38471,Product malfunctioning,Product,Medium,-0.2690099518704154,51,product malfunctioning
38472,Inquiry about pricing,Trade,Medium,-0.0697761194940351,11,inquiry pricing
38473,Poor packaging quality,Packaging,High,0.2193582834179388,3,poor packaging quality
38474,Need bulk order details,Trade,Low,-0.0087064094308282,32,need bulk order detail
38475,Poor packaging quality,Packaging,Medium,-0.1908206766205016,37,poor packaging quality
38476,Defective item received,Product,High,-0.1852527384304545,25,defective item received
38477,Trade-related query,Trade,Medium,0.5598221731278974,49,traderelated query
38478,Box was broken,Packaging,High,0.9442591389358588,47,box broken
38479,Need bulk order details,Trade,Low,-0.0356372505286564,24,need bulk order detail
38480,Box was broken,Packaging,Low,-0.8715496144016026,29,box broken
38481,Product malfunctioning,Product,Low,0.7418537149222175,8,product malfunctioning
38482,Need bulk order details,Trade,Low,-0.0599178662268449,64,need bulk order detail
38483,Box was broken,Packaging,Low,0.78622895487706,2,box broken
38484,Defective item received,Product,Medium,0.6842968736794728,13,defective item received
38485,Product stopped working,Product,Low,-0.7954421270377381,22,product stopped working
38486,Defective item received,Product,High,0.0413175633842977,20,defective item received
38487,Need bulk order details,Trade,Low,-0.2852646685760649,1,need bulk order detail
38488,Box was broken,Packaging,High,-0.3820607027370575,23,box broken
38489,Box was broken,Packaging,High,0.0440656071871492,70,box broken
38490,Inquiry about pricing,Trade,Low,-0.5093161364300178,49,inquiry pricing
38491,Product stopped working,Product,Medium,-0.955455919718821,47,product stopped working
38492,Poor packaging quality,Packaging,Low,0.5603070480299732,29,poor packaging quality
38493,Damaged packaging,Packaging,High,-0.6748849594103477,42,damaged packaging
38494,Product stopped working,Product,Medium,-0.0619291863789293,8,product stopped working
38495,Poor packaging quality,Packaging,High,-0.0585384463302056,62,poor packaging quality
38496,Product malfunctioning,Product,Low,0.7749455689057854,8,product malfunctioning
38497,Inquiry about pricing,Trade,High,-0.2303804890107803,63,inquiry pricing
38498,Box was broken,Packaging,Medium,0.5621987097567627,27,box broken
38499,Defective item received,Product,Low,-0.9064922454959208,68,defective item received
38500,Product malfunctioning,Product,Medium,0.9197630743333678,20,product malfunctioning
38501,Damaged packaging,Packaging,Medium,-0.5732271737909502,26,damaged packaging
38502,Poor packaging quality,Packaging,High,0.981187278310917,39,poor packaging quality
38503,Defective item received,Product,Medium,0.4503957742950399,69,defective item received
38504,Box was broken,Packaging,Medium,0.7199220585358013,30,box broken
38505,Product stopped working,Product,High,0.5467574794377974,68,product stopped working
38506,Damaged packaging,Packaging,Low,-0.1677938916176227,72,damaged packaging
38507,Box was broken,Packaging,Low,0.7417385554574958,9,box broken
38508,Damaged packaging,Packaging,Medium,-0.772753589213546,12,damaged packaging
38509,Defective item received,Product,Medium,0.123209840289769,32,defective item received
38510,Trade-related query,Trade,Medium,0.583360707087532,2,traderelated query
38511,Inquiry about pricing,Trade,Medium,0.5574844499518683,38,inquiry pricing
38512,Poor packaging quality,Packaging,High,0.4261275592906663,14,poor packaging quality
38513,Damaged packaging,Packaging,High,0.2748364075311136,46,damaged packaging
38514,Product malfunctioning,Product,High,0.4550713912098201,15,product malfunctioning
38515,Need bulk order details,Trade,Medium,0.7312592602034331,37,need bulk order detail
38516,Trade-related query,Trade,Medium,-0.5042899291205187,11,traderelated query
38517,Inquiry about pricing,Trade,Low,-0.8586676589050355,9,inquiry pricing
38518,Trade-related query,Trade,Medium,-0.2110007281340888,8,traderelated query
38519,Product stopped working,Product,High,-0.861567336447435,68,product stopped working
38520,Defective item received,Product,Low,0.5431447348967091,18,defective item received
38521,Trade-related query,Trade,Low,0.853035937333716,26,traderelated query
38522,Trade-related query,Trade,Low,-0.481766814158848,16,traderelated query
38523,Need bulk order details,Trade,Medium,0.9563627799312636,66,need bulk order detail
38524,Need bulk order details,Trade,High,-0.7839852143009982,58,need bulk order detail
38525,Damaged packaging,Packaging,Low,-0.5714814705243811,11,damaged packaging
38526,Poor packaging quality,Packaging,Low,-0.5522183614869132,15,poor packaging quality
38527,Trade-related query,Trade,Low,0.386670718418771,39,traderelated query
38528,Inquiry about pricing,Trade,Low,-0.2709322764022603,58,inquiry pricing
38529,Damaged packaging,Packaging,High,-0.2818448253153875,3,damaged packaging
38530,Poor packaging quality,Packaging,High,-0.936888927638164,11,poor packaging quality
38531,Product stopped working,Product,Medium,-0.7159334744632682,4,product stopped working
38532,Inquiry about pricing,Trade,Low,0.1191120923228246,63,inquiry pricing
38533,Damaged packaging,Packaging,High,-0.2876638971314509,63,damaged packaging
38534,Product malfunctioning,Product,High,0.5178913109123633,5,product malfunctioning
38535,Poor packaging quality,Packaging,Medium,-0.0095441877729325,4,poor packaging quality
38536,Damaged packaging,Packaging,Medium,0.4063846737225984,49,damaged packaging
38537,Poor packaging quality,Packaging,Medium,0.2229932343954392,33,poor packaging quality
38538,Product stopped working,Product,Medium,0.5616731360121181,7,product stopped working
38539,Product stopped working,Product,High,0.6983035673128566,14,product stopped working
38540,Poor packaging quality,Packaging,Medium,0.2312499620907944,1,poor packaging quality
38541,Trade-related query,Trade,Low,-0.1748576881988646,57,traderelated query
38542,Inquiry about pricing,Trade,High,0.8662202262273033,47,inquiry pricing
38543,Trade-related query,Trade,Medium,0.4703055505996254,59,traderelated query
38544,Defective item received,Product,Low,0.3790426812438852,2,defective item received
38545,Product stopped working,Product,Medium,0.1376004865882103,57,product stopped working
38546,Need bulk order details,Trade,Low,0.2935738311827993,44,need bulk order detail
38547,Damaged packaging,Packaging,Low,0.7195096868922575,34,damaged packaging
38548,Product stopped working,Product,High,0.7008717285022934,26,product stopped working
38549,Inquiry about pricing,Trade,High,0.6331261144512013,33,inquiry pricing
38550,Inquiry about pricing,Trade,Medium,0.675867951031152,68,inquiry pricing
38551,Product malfunctioning,Product,High,-0.3128732892873473,1,product malfunctioning
38552,Trade-related query,Trade,High,-0.372806460646875,12,traderelated query
38553,Damaged packaging,Packaging,Low,0.3869141352995437,28,damaged packaging
38554,Defective item received,Product,High,0.2527527972812855,48,defective item received
38555,Product stopped working,Product,High,0.7276890387432502,37,product stopped working
38556,Need bulk order details,Trade,High,0.0610756086101247,35,need bulk order detail
38557,Poor packaging quality,Packaging,Low,-0.7880173053029529,60,poor packaging quality
38558,Box was broken,Packaging,Medium,-0.6953169535925987,57,box broken
38559,Need bulk order details,Trade,Medium,-0.2676783377513114,26,need bulk order detail
38560,Trade-related query,Trade,Low,-0.5455914528564092,42,traderelated query
38561,Need bulk order details,Trade,Medium,-0.1769462411574767,3,need bulk order detail
38562,Product malfunctioning,Product,Low,-0.2952549273468525,1,product malfunctioning
38563,Product malfunctioning,Product,High,0.704892348802499,67,product malfunctioning
38564,Product malfunctioning,Product,High,-0.7754789684856276,34,product malfunctioning
38565,Trade-related query,Trade,High,0.298631762187179,38,traderelated query
38566,Inquiry about pricing,Trade,Low,-0.5969209090930316,37,inquiry pricing
38567,Product stopped working,Product,High,-0.6013077810924017,44,product stopped working
38568,Defective item received,Product,Medium,-0.8760531062828842,33,defective item received
38569,Defective item received,Product,Low,-0.5722102479466185,64,defective item received
38570,Trade-related query,Trade,Medium,-0.9647476546734772,53,traderelated query
38571,Inquiry about pricing,Trade,Low,-0.878685833681691,24,inquiry pricing
38572,Poor packaging quality,Packaging,Low,0.0509825006625503,18,poor packaging quality
38573,Damaged packaging,Packaging,Medium,-0.2065248972530258,17,damaged packaging
38574,Defective item received,Product,Low,-0.425698892142353,45,defective item received
38575,Trade-related query,Trade,High,0.0066564715833845,36,traderelated query
38576,Defective item received,Product,High,-0.8529926337674565,71,defective item received
38577,Product malfunctioning,Product,Medium,-0.5741610711972396,53,product malfunctioning
38578,Product malfunctioning,Product,Low,0.9696113754078712,14,product malfunctioning
38579,Defective item received,Product,Medium,-0.8062941185416124,7,defective item received
38580,Need bulk order details,Trade,Low,0.8994837926585055,10,need bulk order detail
38581,Inquiry about pricing,Trade,Low,0.7624118423308366,38,inquiry pricing
38582,Inquiry about pricing,Trade,Low,-0.6953404224071322,37,inquiry pricing
38583,Inquiry about pricing,Trade,Low,0.019921863758153,30,inquiry pricing
38584,Product malfunctioning,Product,High,0.1189329565892727,8,product malfunctioning
38585,Trade-related query,Trade,Low,0.6730174593447542,16,traderelated query
38586,Need bulk order details,Trade,Medium,-0.2526237187780513,9,need bulk order detail
